naca,camber,camber_position,thickness,alpha_deg,reynolds,cl,cd,cm,source_file
NACA 0021,0.0,0.0,0.21,5.0,1000000.0,0.5296,0.00902,0.0074,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,6.0,1000000.0,0.631,0.00955,0.0096,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,7.0,1000000.0,0.7288,0.01024,0.0124,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,8.0,1000000.0,0.8201,0.0111,0.0164,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,9.0,1000000.0,0.8989,0.01216,0.0228,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,10.0,1000000.0,1.003,0.01372,0.0228,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,11.0,1000000.0,1.1277,0.01558,0.0177,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,12.0,1000000.0,1.2055,0.0175,0.0206,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,13.0,1000000.0,1.2325,0.01979,0.0322,T1-Re1.000-N9.0.txt
NACA 0021,0.0,0.0,0.21,14.0,1000000.0,1.2805,0.02323,0.0375,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,-6.0,1000000.0,-0.6,0.01011,-0.0151,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,-5.0,1000000.0,-0.5081,0.00966,-0.0112,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,-4.0,1000000.0,-0.4096,0.00933,-0.0084,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,-3.0,1000000.0,-0.3092,0.00907,-0.006,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,-2.0,1000000.0,-0.2069,0.00892,-0.0039,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,-1.0,1000000.0,-0.1036,0.00881,-0.0019,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,0.0,1000000.0,-0.0,0.00877,0.0,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,1.0,1000000.0,0.1036,0.00881,0.0019,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,2.0,1000000.0,0.2069,0.00892,0.0039,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,3.0,1000000.0,0.3092,0.00907,0.006,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,4.0,1000000.0,0.4097,0.00933,0.0084,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,5.0,1000000.0,0.5082,0.00966,0.0111,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,6.0,1000000.0,0.6002,0.01011,0.015,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,7.0,1000000.0,0.6889,0.01068,0.0194,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,8.0,1000000.0,0.7779,0.01153,0.0232,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,9.0,1000000.0,0.8611,0.01262,0.0278,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,10.0,1000000.0,0.9347,0.01403,0.0338,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,11.0,1000000.0,1.0222,0.01598,0.0358,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,12.0,1000000.0,1.1379,0.01857,0.0305,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,13.0,1000000.0,1.2138,0.02151,0.0312,T1-Re1.000-N9.0.txt
NACA 0024,0.0,0.0,0.24,14.0,1000000.0,1.2351,0.02492,0.0406,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,-6.0,1000000.0,-0.5817,0.01051,-0.019,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,-5.0,1000000.0,-0.4793,0.00927,-0.0175,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,-4.0,1000000.0,-0.3396,0.00802,-0.024,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,-3.0,1000000.0,-0.2037,0.00682,-0.0298,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,-2.0,1000000.0,-0.0865,0.00558,-0.0313,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,-1.0,1000000.0,0.0163,0.00447,-0.0291,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,0.0,1000000.0,0.1152,0.00394,-0.0253,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,1.0,1000000.0,0.2333,0.00432,-0.0257,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,2.0,1000000.0,0.3649,0.00509,-0.0304,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,3.0,1000000.0,0.4655,0.00603,-0.0284,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,4.0,1000000.0,0.5631,0.00773,-0.0262,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,5.0,1000000.0,0.6644,0.00926,-0.0246,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,6.0,1000000.0,0.7675,0.01067,-0.0231,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,7.0,1000000.0,0.8698,0.01219,-0.0217,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,8.0,1000000.0,0.9674,0.01435,-0.0196,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,9.0,1000000.0,1.0593,0.01721,-0.017,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,10.0,1000000.0,1.1379,0.02189,-0.0131,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,11.0,1000000.0,1.2084,0.02688,-0.0086,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,12.0,1000000.0,1.2482,0.03373,-0.002,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,13.0,1000000.0,1.2442,0.04181,0.0048,T1-Re1.000-N9.0.txt
NACA 1408,0.01,0.4,0.08,14.0,1000000.0,1.1797,0.06593,-0.0084,T1-Re1.000-N9.0.txt
NACA 1410,0.01,0.4,0.1,-6.0,1000000.0,-0.5746,0.0099,-0.0215,T1-Re1.000-N9.0.txt
NACA 1410,0.01,0.4,0.1,-5.0,1000000.0,-0.4355,0.00873,-0.0278,T1-Re1.000-N9.0.txt
NACA 1410,0.01,0.4,0.1,-4.0,1000000.0,-0.3068,0.00762,-0.0317,T1-Re1.000-N9.0.txt
NACA 1410,0.01,0.4,0.1,-3.0,1000000.0,-0.1971,0.0066,-0.0311,T1-Re1.000-N9.0.txt
NACA 1410,0.01,0.4,0.1,-2.0,1000000.0,-0.0916,0.00576,-0.0295,T1-Re1.000-N9.0.txt
NACA 1410,0.01,0.4,0.1,1.0,1000000.0,0.2216,0.00481,-0.023,T1-Re1.000-N9.0.txt
NACA 1410,0.01,0.4,0.1,2.0,1000000.0,0.3367,0.00537,-0.0231,T1-Re1.000-N9.0.txt
NACA 1410,0.01,0.4,0.1,3.0,1000000.0,0.48,0.00618,-0.0302,T1-Re1.000-N9.0.txt
NACA 1410,0.01,0.4,0.1,4.0,1000000.0,0.5927,0.00729,-0.0311,T1-Re1.000-N9.0.txt
NACA 1410,0.01,0.4,0.1,5.0,1000000.0,0.6853,0.00871,-0.0278,T1-Re1.000-N9.0.txt
NACA 1410,0.01,0.4,0.1,6.0,1000000.0,0.7809,0.01006,-0.0249,T1-Re1.000-N9.0.txt
NACA 1410,0.01,0.4,0.1,7.0,1000000.0,0.8799,0.01138,-0.0227,T1-Re1.000-N9.0.txt
NACA 1410,0.01,0.4,0.1,8.0,1000000.0,0.9785,0.01287,-0.0206,T1-Re1.000-N9.0.txt
NACA 1410,0.01,0.4,0.1,9.0,1000000.0,1.0746,0.01459,-0.0184,T1-Re1.000-N9.0.txt
NACA 1410,0.01,0.4,0.1,10.0,1000000.0,1.1654,0.01673,-0.0155,T1-Re1.000-N9.0.txt
NACA 1410,0.01,0.4,0.1,11.0,1000000.0,1.2454,0.01964,-0.0115,T1-Re1.000-N9.0.txt
NACA 1410,0.01,0.4,0.1,12.0,1000000.0,1.3207,0.02243,-0.0071,T1-Re1.000-N9.0.txt
NACA 1410,0.01,0.4,0.1,13.0,1000000.0,1.3563,0.02711,0.0017,T1-Re1.000-N9.0.txt
NACA 1410,0.01,0.4,0.1,14.0,1000000.0,1.3814,0.03282,0.008,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,-6.0,1000000.0,-0.534,0.00946,-0.0308,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,-5.0,1000000.0,-0.4147,0.00839,-0.0325,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,-4.0,1000000.0,-0.3086,0.00747,-0.031,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,-3.0,1000000.0,-0.2021,0.0067,-0.0295,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,-2.0,1000000.0,-0.0944,0.00611,-0.0283,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,-1.0,1000000.0,0.0131,0.00566,-0.0272,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,0.0,1000000.0,0.1205,0.00546,-0.0258,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,1.0,1000000.0,0.2272,0.00545,-0.0242,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,2.0,1000000.0,0.3321,0.00571,-0.022,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,3.0,1000000.0,0.4423,0.00629,-0.021,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,4.0,1000000.0,0.5787,0.0072,-0.0265,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,6.0,1000000.0,0.8102,0.0097,-0.0298,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,7.0,1000000.0,0.8978,0.01096,-0.0253,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,8.0,1000000.0,0.989,0.01226,-0.0217,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,9.0,1000000.0,1.0821,0.0137,-0.0187,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,10.0,1000000.0,1.1718,0.01545,-0.0154,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,11.0,1000000.0,1.2565,0.01742,-0.0117,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,12.0,1000000.0,1.3283,0.01995,-0.0064,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,13.0,1000000.0,1.3872,0.02245,0.0005,T1-Re1.000-N9.0.txt
NACA 1412,0.01,0.4,0.12,14.0,1000000.0,1.4149,0.02747,0.0082,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,-6.0,1000000.0,-0.4578,0.0108,-0.0471,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,-5.0,1000000.0,-0.3197,0.00902,-0.0533,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,-4.0,1000000.0,-0.1912,0.00784,-0.0571,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,-3.0,1000000.0,-0.0789,0.00688,-0.057,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,-2.0,1000000.0,0.0278,0.00602,-0.0557,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,-1.0,1000000.0,0.134,0.00502,-0.0547,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,0.0,1000000.0,0.231,0.00406,-0.0507,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,1.0,1000000.0,0.3624,0.00441,-0.0547,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,2.0,1000000.0,0.4669,0.005,-0.0531,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,3.0,1000000.0,0.5721,0.0058,-0.0519,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,4.0,1000000.0,0.6751,0.0071,-0.0506,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,5.0,1000000.0,0.7725,0.00935,-0.0488,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,6.0,1000000.0,0.8747,0.01087,-0.0474,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,7.0,1000000.0,0.975,0.01257,-0.0456,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,8.0,1000000.0,1.0713,0.0146,-0.0434,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,9.0,1000000.0,1.1599,0.01739,-0.0402,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,10.0,1000000.0,1.2448,0.02023,-0.0368,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,11.0,1000000.0,1.306,0.0256,-0.0306,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,12.0,1000000.0,1.3458,0.03132,-0.0223,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,13.0,1000000.0,1.3476,0.03892,-0.0134,T1-Re1.000-N9.0.txt
NACA 2408,0.02,0.4,0.08,14.0,1000000.0,1.3297,0.05143,-0.0131,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,-6.0,1000000.0,-0.4179,0.00962,-0.0561,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,-5.0,1000000.0,-0.2986,0.00851,-0.0577,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,-4.0,1000000.0,-0.1902,0.00763,-0.0566,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,-3.0,1000000.0,-0.0825,0.00685,-0.0554,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,-2.0,1000000.0,0.0262,0.0062,-0.0546,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,-1.0,1000000.0,0.1339,0.0055,-0.0537,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,1.0,1000000.0,0.3426,0.00489,-0.0492,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,2.0,1000000.0,0.4888,0.00545,-0.0568,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,3.0,1000000.0,0.5896,0.00602,-0.0545,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,4.0,1000000.0,0.6909,0.0068,-0.0524,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,5.0,1000000.0,0.7889,0.00827,-0.0502,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,6.0,1000000.0,0.8851,0.01012,-0.0479,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,7.0,1000000.0,0.9838,0.01167,-0.0459,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,8.0,1000000.0,1.0812,0.01323,-0.0438,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,9.0,1000000.0,1.1748,0.01502,-0.0412,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,10.0,1000000.0,1.2607,0.01728,-0.0377,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,11.0,1000000.0,1.3426,0.01947,-0.0337,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,12.0,1000000.0,1.3983,0.02286,-0.0262,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,13.0,1000000.0,1.4415,0.0266,-0.0184,T1-Re1.000-N9.0.txt
NACA 2410,0.02,0.4,0.1,14.0,1000000.0,1.4477,0.03417,-0.011,T1-Re1.000-N9.0.txt
NACA 2412,0.02,0.4,0.12,-6.0,1000000.0,-0.4086,0.00923,-0.0576,T1-Re1.000-N9.0.txt
NACA 2412,0.02,0.4,0.12,-5.0,1000000.0,-0.3015,0.00836,-0.0563,T1-Re1.000-N9.0.txt
NACA 2412,0.02,0.4,0.12,-4.0,1000000.0,-0.1932,0.00761,-0.0552,T1-Re1.000-N9.0.txt
NACA 2412,0.02,0.4,0.12,-3.0,1000000.0,-0.0839,0.00699,-0.0544,T1-Re1.000-N9.0.txt
NACA 2412,0.02,0.4,0.12,-2.0,1000000.0,0.0257,0.00651,-0.0537,T1-Re1.000-N9.0.txt
NACA 2412,0.02,0.4,0.12,-1.0,1000000.0,0.1341,0.00602,-0.0529,T1-Re1.000-N9.0.txt
NACA 2412,0.02,0.4,0.12,0.0,1000000.0,0.2411,0.00563,-0.0517,T1-Re1.000-N9.0.txt
NACA 2412,0.02,0.4,0.12,1.0,1000000.0,0.3456,0.00549,-0.0495,T1-Re1.000-N9.0.txt
NACA 2412,0.02,0.4,0.12,2.0,1000000.0,0.4526,0.00578,-0.0476,T1-Re1.000-N9.0.txt
NACA 2412,0.02,0.4,0.12,3.0,1000000.0,0.5941,0.00638,-0.054,T1-Re1.000-N9.0.txt
NACA 2412,0.02,0.4,0.12,4.0,1000000.0,0.7172,0.00702,-0.0567,T1-Re1.000-N9.0.txt
NACA 2412,0.02,0.4,0.12,5.0,1000000.0,0.8103,0.00795,-0.0531,T1-Re1.000-N9.0.txt
NACA 2412,0.02,0.4,0.12,8.0,1000000.0,1.0874,0.01256,-0.0435,T1-Re1.000-N9.0.txt
NACA 2412,0.02,0.4,0.12,9.0,1000000.0,1.1792,0.01416,-0.0405,T1-Re1.000-N9.0.txt
NACA 2412,0.02,0.4,0.12,10.0,1000000.0,1.2661,0.01593,-0.0369,T1-Re1.000-N9.0.txt
NACA 2412,0.02,0.4,0.12,11.0,1000000.0,1.3453,0.0179,-0.0323,T1-Re1.000-N9.0.txt
NACA 2412,0.02,0.4,0.12,12.0,1000000.0,1.4055,0.02033,-0.0251,T1-Re1.000-N9.0.txt
NACA 2412,0.02,0.4,0.12,13.0,1000000.0,1.4504,0.02394,-0.0174,T1-Re1.000-N9.0.txt
NACA 2412,0.02,0.4,0.12,14.0,1000000.0,1.4942,0.02817,-0.0118,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,-6.0,1000000.0,-0.4116,0.00912,-0.0562,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,-5.0,1000000.0,-0.3035,0.00836,-0.0551,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,-4.0,1000000.0,-0.1943,0.00773,-0.0543,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,-3.0,1000000.0,-0.0845,0.00724,-0.0535,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,-2.0,1000000.0,0.0253,0.00688,-0.0528,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,-1.0,1000000.0,0.1341,0.00654,-0.052,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,0.0,1000000.0,0.242,0.00627,-0.051,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,1.0,1000000.0,0.3495,0.00618,-0.0497,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,2.0,1000000.0,0.4548,0.00625,-0.0477,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,3.0,1000000.0,0.5611,0.00663,-0.0457,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,4.0,1000000.0,0.695,0.00729,-0.0503,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,5.0,1000000.0,0.8451,0.00819,-0.0591,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,6.0,1000000.0,0.9275,0.00916,-0.0534,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,7.0,1000000.0,1.0095,0.01046,-0.0479,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,8.0,1000000.0,1.095,0.01195,-0.0434,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,9.0,1000000.0,1.1806,0.01355,-0.0392,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,10.0,1000000.0,1.2618,0.01526,-0.0346,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,11.0,1000000.0,1.3304,0.01713,-0.028,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,12.0,1000000.0,1.3935,0.01946,-0.0216,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,13.0,1000000.0,1.4474,0.0226,-0.0154,T1-Re1.000-N9.0.txt
NACA 2414,0.02,0.4,0.14,14.0,1000000.0,1.4922,0.02679,-0.01,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,-6.0,1000000.0,-0.4122,0.00911,-0.0557,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,-5.0,1000000.0,-0.3037,0.00841,-0.0547,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,-4.0,1000000.0,-0.1944,0.00782,-0.0538,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,-3.0,1000000.0,-0.0846,0.00739,-0.0531,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,-2.0,1000000.0,0.0251,0.00709,-0.0524,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,-1.0,1000000.0,0.1339,0.00679,-0.0515,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,0.0,1000000.0,0.2421,0.00656,-0.0505,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,1.0,1000000.0,0.3502,0.0065,-0.0494,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,3.0,1000000.0,0.5612,0.00681,-0.0455,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,4.0,1000000.0,0.6754,0.00736,-0.0454,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,5.0,1000000.0,0.8203,0.00823,-0.0528,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,6.0,1000000.0,0.9463,0.00926,-0.0566,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,7.0,1000000.0,1.0216,0.01037,-0.0497,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,8.0,1000000.0,1.0997,0.01172,-0.0436,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,9.0,1000000.0,1.1809,0.01325,-0.0385,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,10.0,1000000.0,1.2553,0.01494,-0.0325,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,11.0,1000000.0,1.3227,0.01685,-0.026,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,12.0,1000000.0,1.3852,0.01926,-0.0198,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,13.0,1000000.0,1.4387,0.02249,-0.0138,T1-Re1.000-N9.0.txt
NACA 2415,0.02,0.4,0.15,14.0,1000000.0,1.4827,0.02683,-0.0086,T1-Re1.000-N9.0.txt
NACA 2418,0.02,0.4,0.18,-6.0,1000000.0,-0.4104,0.00923,-0.0547,T1-Re1.000-N9.0.txt
NACA 2418,0.02,0.4,0.18,-5.0,1000000.0,-0.3025,0.00867,-0.0536,T1-Re1.000-N9.0.txt
NACA 2418,0.02,0.4,0.18,-4.0,1000000.0,-0.1939,0.00825,-0.0526,T1-Re1.000-N9.0.txt
NACA 2418,0.02,0.4,0.18,-3.0,1000000.0,-0.0849,0.00794,-0.0517,T1-Re1.000-N9.0.txt
NACA 2418,0.02,0.4,0.18,-2.0,1000000.0,0.0241,0.00773,-0.0508,T1-Re1.000-N9.0.txt
NACA 2418,0.02,0.4,0.18,-1.0,1000000.0,0.1324,0.00755,-0.0498,T1-Re1.000-N9.0.txt
NACA 2418,0.02,0.4,0.18,0.0,1000000.0,0.2405,0.00739,-0.0488,T1-Re1.000-N9.0.txt
NACA 2418,0.02,0.4,0.18,1.0,1000000.0,0.3488,0.00736,-0.0477,T1-Re1.000-N9.0.txt
NACA 2418,0.02,0.4,0.18,2.0,1000000.0,0.4567,0.00743,-0.0466,T1-Re1.000-N9.0.txt
NACA 2418,0.02,0.4,0.18,5.0,1000000.0,0.767,0.00842,-0.04,T1-Re1.000-N9.0.txt
NACA 2418,0.02,0.4,0.18,6.0,1000000.0,0.8846,0.00932,-0.0412,T1-Re1.000-N9.0.txt
NACA 2418,0.02,0.4,0.18,7.0,1000000.0,1.0273,0.01055,-0.0487,T1-Re1.000-N9.0.txt
NACA 2418,0.02,0.4,0.18,8.0,1000000.0,1.1238,0.01169,-0.0468,T1-Re1.000-N9.0.txt
NACA 2418,0.02,0.4,0.18,9.0,1000000.0,1.1662,0.01275,-0.0337,T1-Re1.000-N9.0.txt
NACA 2418,0.02,0.4,0.18,10.0,1000000.0,1.2316,0.01439,-0.0263,T1-Re1.000-N9.0.txt
NACA 2418,0.02,0.4,0.18,11.0,1000000.0,1.2972,0.01648,-0.0202,T1-Re1.000-N9.0.txt
NACA 2418,0.02,0.4,0.18,12.0,1000000.0,1.3577,0.01913,-0.0144,T1-Re1.000-N9.0.txt
NACA 2418,0.02,0.4,0.18,13.0,1000000.0,1.4112,0.02254,-0.0091,T1-Re1.000-N9.0.txt
NACA 2418,0.02,0.4,0.18,14.0,1000000.0,1.4541,0.02714,-0.0044,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,-6.0,1000000.0,-0.4038,0.00957,-0.0544,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,-5.0,1000000.0,-0.2982,0.00913,-0.0529,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,-4.0,1000000.0,-0.192,0.00879,-0.0514,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,-3.0,1000000.0,-0.085,0.00856,-0.0501,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,-2.0,1000000.0,0.0218,0.00841,-0.0488,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,-1.0,1000000.0,0.1284,0.00829,-0.0474,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,0.0,1000000.0,0.235,0.00819,-0.0461,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,1.0,1000000.0,0.3413,0.00818,-0.0447,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,2.0,1000000.0,0.4475,0.00824,-0.0433,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,3.0,1000000.0,0.5523,0.0084,-0.0417,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,4.0,1000000.0,0.6546,0.00866,-0.0396,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,5.0,1000000.0,0.7537,0.00901,-0.0368,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,6.0,1000000.0,0.8407,0.0096,-0.0316,T1-Re1.000-N9.0.txt
